Sector,Indicator,Unit,Country,Year,Variable,Value
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),EU,2004,historic,1.661731323143
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),EU,2005,historic,1.7533576508412
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),EU,2006,historic,1.75315998220366
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),EU,2007,historic,1.7411504631759098
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),EU,2008,historic,1.64586583378886
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),EU,2009,historic,1.6332305567718997
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),EU,2010,historic,1.67383152860228
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),EU,2011,historic,1.6345774711634902
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),EU,2012,historic,1.72282396100048
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),EU,2013,historic,1.67287971447164
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),EU,2014,historic,1.6420669422271499
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),IN,1990,historic,0.966677726560956
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),IN,1991,historic,0.9995728380990321
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),IN,1992,historic,0.9487104238490192
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),IN,1993,historic,0.929373493382234
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),IN,1994,historic,0.900755736162659
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),IN,1995,historic,0.914340985421047
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),IN,1996,historic,0.8431143933340071
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),IN,1997,historic,0.8738602371708521
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),IN,1998,historic,0.83206218276564
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),IN,1999,historic,0.815519851688076
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),IN,2000,historic,0.8078275496285029
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),IN,2001,historic,0.76867911190154
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),IN,2002,historic,0.801187168610825
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),IN,2003,historic,0.74963872859863
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),IN,2004,historic,0.7605523830068169
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),IN,2005,historic,0.746641444837109
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),IN,2006,historic,0.734195659728131
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),IN,2007,historic,0.712686342698873
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),IN,2008,historic,0.720214655812994
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),IN,2009,historic,0.709411913542024
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),IN,2010,historic,0.6638259969919841
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),IN,2011,historic,0.64240309493902
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),IN,2012,historic,0.6267851575692579
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),IN,2013,historic,0.595594433064514
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),IN,2014,historic,0.595390724064448
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),ID,1990,historic,0.7556097497873759
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),ID,1991,historic,0.742243474131823
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),ID,1992,historic,0.7305967713460949
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),ID,1993,historic,0.707650314685322
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),ID,1994,historic,0.7099649120149649
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),ID,1995,historic,0.7081248068789059
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),ID,1996,historic,0.7029978679844859
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),ID,1997,historic,0.6736709443170791
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),ID,1998,historic,0.6954124177973781
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),ID,1999,historic,0.671198654084188
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),ID,2000,historic,0.65696605570688
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),ID,2001,historic,0.631217806123885
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),ID,2002,historic,0.620679783023575
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),ID,2003,historic,0.5958538638706861
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),ID,2004,historic,0.5932562408893871
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),ID,2005,historic,0.5786166441355739
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),ID,2006,historic,0.5629951917099201
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),ID,2007,historic,0.558735629840438
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),ID,2008,historic,0.544845337990761
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),ID,2009,historic,0.5467225555027
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),ID,2010,historic,0.538672154495613
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),ID,2011,historic,0.5270590317915991
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),ID,2012,historic,0.518324200442336
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),ID,2013,historic,0.48785095324040795
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),ID,2014,historic,0.48357680739749
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),JP,1990,historic,0.5646942186267261
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),JP,1991,historic,0.6237853962646861
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),JP,1992,historic,0.6230377590314139
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),JP,1993,historic,0.6283842038463691
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),JP,1994,historic,0.608004780689145
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),JP,1995,historic,0.6309335505294821
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),JP,1996,historic,0.57996396042464
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),JP,1997,historic,0.586717061760696
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),JP,1998,historic,0.553436219847011
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),JP,1999,historic,0.558995520995256
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),JP,2000,historic,0.528733829940495
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),JP,2001,historic,0.566652537542003
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),JP,2002,historic,0.5383123583398811
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),JP,2003,historic,0.577924190137557
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),JP,2004,historic,0.668232747043116
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),JP,2005,historic,0.669745550494947
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),JP,2006,historic,0.675918115193887
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),JP,2007,historic,0.657701178620037
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),JP,2008,historic,0.601333001294043
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),JP,2009,historic,0.6384859225702979
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),JP,2010,historic,0.699790115507865
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),JP,2011,historic,0.681783972445003
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),JP,2012,historic,0.6658530240521391
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),JP,2013,historic,0.664129250638112
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),JP,2014,historic,0.676459949796702
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),KZ,1990,historic,1.9960210955351
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),KZ,1991,historic,2.5108888669520697
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),KZ,1992,historic,1.99445153394914
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),KZ,1993,historic,2.03105229273708
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),KZ,1994,historic,2.0899523459412803
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),KZ,1995,historic,2.4251754476666902
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),KZ,1996,historic,2.10783664475737
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),KZ,1997,historic,1.8820100156303603
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),KZ,1998,historic,2.272171269416
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),KZ,1999,historic,2.02609137125233
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),KZ,2000,historic,2.18698270942328
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),KZ,2001,historic,1.97230254012147
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),KZ,2002,historic,1.86986016753549
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),KZ,2003,historic,1.88699490259811
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),KZ,2004,historic,1.9374020507459
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),KZ,2005,historic,1.84600421455977
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),KZ,2006,historic,1.78619949823495
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),KZ,2007,historic,1.6700921101764097
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),KZ,2008,historic,1.77702239171258
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),KZ,2009,historic,1.5846913386665902
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),KZ,2010,historic,1.7785215364415299
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),KZ,2011,historic,1.37368500059118
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),KZ,2012,historic,1.6547327260216103
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),KZ,2013,historic,1.5222855767310401
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),KZ,2014,historic,1.55752840311275
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),MX,1990,historic,1.75318853279754
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),MX,1991,historic,1.66702581067104
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),MX,1992,historic,1.657902470858
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),MX,1993,historic,1.66193136229365
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),MX,1994,historic,1.60647001424986
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),MX,1995,historic,1.5890560187867
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),MX,1996,historic,1.50519445218454
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),MX,1997,historic,1.5398287820900198
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),MX,1998,historic,1.5480348277414298
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),MX,1999,historic,1.45933368907144
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),MX,2000,historic,1.4525764141558
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),MX,2001,historic,1.4253817145136898
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),MX,2002,historic,1.39356050782299
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),MX,2003,historic,1.36491050602076
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),MX,2004,historic,1.3119513822849198
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),MX,2005,historic,1.4111044412480398
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),MX,2006,historic,1.32962148362586
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),MX,2007,historic,1.29842682970598
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),MX,2008,historic,1.27587078760492
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),MX,2009,historic,1.32971791878533
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),MX,2010,historic,1.33183666638719
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),MX,2011,historic,1.39645018522889
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),MX,2012,historic,1.2788924955951202
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),MX,2013,historic,1.28006565067397
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),MX,2014,historic,1.2462617303366899
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),NP,1990,historic,1.55047729127971
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),NP,1991,historic,1.51402566945558
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),NP,1992,historic,1.49807289677453
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),NP,1993,historic,1.5546501748029098
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),NP,1994,historic,1.4714264058520001
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),NP,1995,historic,1.54706651263246
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),NP,1996,historic,1.50607437800414
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),NP,1997,historic,1.4613937454669699
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),NP,1998,historic,1.46605416929075
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),NP,1999,historic,1.4316269448216798
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),NP,2000,historic,1.37096351298047
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),NP,2001,historic,1.3171724325821499
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),NP,2002,historic,1.28189540136372
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),NP,2003,historic,1.25152763184598
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),NP,2004,historic,1.21434425130711
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),NP,2005,historic,1.18541017931827
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),NP,2006,historic,1.18311084330659
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),NP,2007,historic,1.1758351062872199
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),NP,2008,historic,1.1461339663943502
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),NP,2009,historic,1.14718611989299
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),NP,2010,historic,1.13935806191377
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),NP,2011,historic,1.11944754938807
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),NP,2012,historic,1.09634426166869
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),NP,2013,historic,1.08965449940431
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),NP,2014,historic,1.0468824688204799
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),NZ,1990,historic,3.2147874345382403
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),NZ,1991,historic,3.2298077368052596
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),NZ,1992,historic,3.65114836872293
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),NZ,1993,historic,3.1403819684742302
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),NZ,1994,historic,3.22538917442832
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),NZ,1995,historic,3.06628808611589
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),NZ,1996,historic,2.8478348070582795
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),NZ,1997,historic,2.9070959092528303
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),NZ,1998,historic,2.97556486406794
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),NZ,1999,historic,2.86757065525483
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),NZ,2000,historic,2.8635366288011097
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),NZ,2001,historic,2.9628753012489404
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),NZ,2002,historic,3.0042683649684303
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),NZ,2003,historic,2.7488928306799196
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),NZ,2004,historic,2.8400090947635497
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),NZ,2005,historic,2.7303645613177
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),NZ,2006,historic,2.7132605242115497
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),NZ,2007,historic,3.11070844776299
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),NZ,2008,historic,2.75054862625763
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),NZ,2009,historic,2.7529824760925097
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),NZ,2010,historic,2.9923293718764703
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),NZ,2011,historic,2.7225288467837
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),NZ,2012,historic,2.6628128102002204
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),NZ,2013,historic,2.7008970568694903
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),NZ,2014,historic,2.5616037525971698
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),NO,1990,historic,1.8954464694096598
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),NO,1991,historic,1.69486838470312
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),NO,1992,historic,1.7775095546087398
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),NO,1993,historic,1.54471375277343
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),NO,1994,historic,1.50305633068379
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),NO,1995,historic,1.40394852186252
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),NO,1996,historic,1.4377286122373998
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),NO,1997,historic,1.4404626229083002
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),NO,1998,historic,1.41270512073475
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),NO,1999,historic,1.41778103740261
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),NO,2000,historic,1.4109222129196497
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),NO,2001,historic,1.42954886027277
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),NO,2002,historic,1.30954661989983
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),NO,2003,historic,1.3559314958477
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),NO,2004,historic,1.20969449037053
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),NO,2005,historic,1.18511901971596
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),NO,2006,historic,1.12065508853672
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),NO,2007,historic,1.04456667914457
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),NO,2008,historic,0.9988442203809741
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),NO,2009,historic,0.981539027457404
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),NO,2010,historic,0.893680879858845
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),NO,2011,historic,0.8558592666440359
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),NO,2012,historic,0.819075469994414
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),NO,2013,historic,0.862674818495136
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),NO,2014,historic,0.8213328489643
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),PE,1990,historic,1.79405079673732
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),PE,1991,historic,1.71640745815213
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),PE,1992,historic,1.8118943297371297
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),PE,1993,historic,1.6665244413425202
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),PE,1994,historic,1.5193971686996102
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),PE,1995,historic,1.54028231062619
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),PE,1996,historic,1.4877412754130501
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),PE,1997,historic,1.44854560457845
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),PE,1998,historic,1.5047060258979
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),PE,1999,historic,1.41622501314008
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),PE,2000,historic,1.33774180199323
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),PE,2001,historic,1.36847956835334
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),PE,2002,historic,1.3306164429553702
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),PE,2003,historic,1.34451091157293
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),PE,2004,historic,1.30760322419863
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),PE,2005,historic,1.3137293641558
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),PE,2006,historic,1.21595501117961
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),PE,2007,historic,1.20308063128392
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),PE,2008,historic,1.1262249223603797
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),PE,2009,historic,1.16137893626391
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),PE,2010,historic,1.14468886009186
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),PE,2011,historic,1.07483948253763
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),PE,2012,historic,1.05473430365616
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),PE,2013,historic,1.02044524531612
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),PE,2014,historic,1.03165584192983
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),PH,1990,historic,0.9393936500651899
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),PH,1991,historic,0.9272723003525379
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),PH,1992,historic,0.9001306415576741
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),PH,1993,historic,0.9039159554815049
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),PH,1994,historic,0.9466487979441991
Agriculture,Agriculture emissions intensity (total),tCO2e / thsd. USD2012 (PPP),PH,1995,historic,0.9675896662307979
